Komoditas (Rp),Tanggal,Harga,Wilayah
Beras,2025-07-03,16550.0,Bukittinggi
Beras,2025-07-04,16550.0,Bukittinggi
Beras,2025-07-07,16500.0,Bukittinggi
Beras,2025-07-08,16500.0,Bukittinggi
Beras,2025-07-09,16500.0,Bukittinggi
Beras,2025-07-10,16500.0,Bukittinggi
Beras,2025-07-11,16500.0,Bukittinggi
Beras,2025-07-14,16500.0,Bukittinggi
Beras,2025-07-15,16500.0,Bukittinggi
Beras,2025-07-16,16500.0,Bukittinggi
Beras,2025-07-17,16500.0,Bukittinggi
Beras,2025-07-18,16500.0,Bukittinggi
Beras,2025-07-21,16500.0,Bukittinggi
Beras,2025-07-22,16500.0,Bukittinggi
Beras,2025-07-23,16500.0,Bukittinggi
Beras,2025-07-24,16500.0,Bukittinggi
Beras,2025-07-25,16500.0,Bukittinggi
Beras,2025-07-28,16650.0,Bukittinggi
Beras,2025-07-29,16650.0,Bukittinggi
Beras,2025-07-30,16650.0,Bukittinggi
Beras,2025-07-31,16650.0,Bukittinggi
Beras,2025-08-01,16650.0,Bukittinggi
Beras,2025-08-04,16650.0,Bukittinggi
Beras,2025-08-05,16650.0,Bukittinggi
Beras,2025-08-06,16650.0,Bukittinggi
Beras,2025-08-07,16650.0,Bukittinggi
Beras,2025-08-08,16900.0,Bukittinggi
Beras,2025-08-11,16900.0,Bukittinggi
Beras,2025-08-12,16900.0,Bukittinggi
Beras,2025-08-13,16900.0,Bukittinggi
Beras,2025-08-14,16900.0,Bukittinggi
Beras,2025-08-15,16900.0,Bukittinggi
Beras,2025-08-18,16900.0,Bukittinggi
Beras,2025-08-19,16900.0,Bukittinggi
Beras,2025-08-20,16900.0,Bukittinggi
Beras,2025-08-21,16900.0,Bukittinggi
Beras,2025-08-22,16900.0,Bukittinggi
Beras,2025-08-25,16900.0,Bukittinggi
Beras,2025-08-26,16900.0,Bukittinggi
Beras,2025-08-27,16900.0,Bukittinggi
Beras,2025-08-28,16900.0,Bukittinggi
Beras,2025-08-29,16900.0,Bukittinggi
Beras,2025-09-01,16900.0,Bukittinggi
Beras,2025-09-02,16900.0,Bukittinggi
Beras,2025-09-03,16900.0,Bukittinggi
Beras,2025-09-04,16900.0,Bukittinggi
Beras,2025-09-05,16900.0,Bukittinggi
Beras,2025-09-08,16900.0,Bukittinggi
Beras,2025-09-09,16900.0,Bukittinggi
Beras,2025-09-10,16900.0,Bukittinggi
Beras,2025-09-11,16900.0,Bukittinggi
Beras,2025-09-12,16900.0,Bukittinggi
Beras,2025-09-15,16900.0,Bukittinggi
Beras,2025-09-16,16900.0,Bukittinggi
Beras,2025-09-17,16900.0,Bukittinggi
Beras,2025-09-18,16900.0,Bukittinggi
Beras,2025-09-19,16900.0,Bukittinggi
Beras,2025-09-22,16900.0,Bukittinggi
Beras,2025-09-23,16900.0,Bukittinggi
Beras,2025-09-24,16900.0,Bukittinggi
Beras,2025-09-25,16900.0,Bukittinggi
Beras,2025-09-26,16900.0,Bukittinggi
Beras,2025-09-29,16900.0,Bukittinggi
Beras,2025-09-30,16900.0,Bukittinggi
Beras,2025-10-01,16900.0,Bukittinggi
Beras,2025-10-02,16900.0,Bukittinggi
Beras,2025-10-03,16900.0,Bukittinggi
Beras,2025-10-06,16900.0,Bukittinggi
Beras,2025-10-07,16900.0,Bukittinggi
Beras,2025-10-08,16900.0,Bukittinggi
Beras,2025-10-09,16900.0,Bukittinggi
Beras,2025-10-10,16900.0,Bukittinggi
Beras,2025-10-13,16900.0,Bukittinggi
Beras,2025-10-14,16900.0,Bukittinggi
Beras,2025-10-15,16900.0,Bukittinggi
Beras,2025-10-16,16900.0,Bukittinggi
Beras,2025-10-17,16900.0,Bukittinggi
Beras,2025-10-20,16900.0,Bukittinggi
Beras,2025-10-21,16900.0,Bukittinggi
Beras,2025-10-22,16900.0,Bukittinggi
Beras,2025-10-23,16900.0,Bukittinggi
Beras,2025-10-24,16900.0,Bukittinggi
Beras,2025-10-27,16900.0,Bukittinggi
Beras,2025-10-28,16900.0,Bukittinggi
Beras,2025-10-29,16900.0,Bukittinggi
Beras,2025-10-30,16900.0,Bukittinggi
Beras,2025-10-31,16900.0,Bukittinggi
Beras,2025-11-03,16900.0,Bukittinggi
Beras,2025-11-04,16900.0,Bukittinggi
Beras,2025-11-05,16900.0,Bukittinggi
Beras,2025-11-06,16900.0,Bukittinggi
Beras,2025-11-07,16900.0,Bukittinggi
Beras,2025-11-10,16900.0,Bukittinggi
Beras,2025-11-11,16900.0,Bukittinggi
Beras,2025-11-12,16900.0,Bukittinggi
Beras,2025-11-13,16900.0,Bukittinggi
Beras,2025-11-14,16900.0,Bukittinggi
Beras,2025-11-17,16900.0,Bukittinggi
Beras,2025-11-18,16900.0,Bukittinggi
Beras,2025-11-19,16900.0,Bukittinggi
Beras,2025-11-20,16900.0,Bukittinggi
Beras,2025-11-21,16900.0,Bukittinggi
Beras,2025-11-24,16900.0,Bukittinggi
Beras,2025-11-25,16900.0,Bukittinggi
Beras,2025-11-26,16900.0,Bukittinggi
Beras,2025-11-27,16900.0,Bukittinggi
Beras,2025-11-28,16900.0,Bukittinggi
Beras,2025-12-01,17550.0,Bukittinggi
Beras,2025-12-02,17550.0,Bukittinggi
Beras,2025-12-03,17550.0,Bukittinggi
Beras,2025-12-04,17550.0,Bukittinggi
Beras,2025-12-05,17550.0,Bukittinggi
Beras,2025-12-08,17750.0,Bukittinggi
Beras,2025-12-09,17750.0,Bukittinggi
Beras,2025-12-10,17750.0,Bukittinggi
Beras,2025-12-11,17750.0,Bukittinggi
Beras,2025-12-12,17750.0,Bukittinggi
Beras,2025-12-15,17750.0,Bukittinggi
Beras,2025-12-16,17750.0,Bukittinggi
Beras,2025-12-17,17750.0,Bukittinggi
Beras,2025-12-18,17750.0,Bukittinggi
Beras,2025-12-19,17750.0,Bukittinggi
Beras,2025-12-22,17750.0,Bukittinggi
Beras,2025-12-23,17750.0,Bukittinggi
Beras,2025-12-24,18000.0,Bukittinggi
Beras,2025-12-25,18000.0,Bukittinggi
Beras,2025-12-26,18000.0,Bukittinggi
Beras,2025-12-29,18000.0,Bukittinggi
Beras,2025-12-30,18000.0,Bukittinggi
Beras,2025-12-31,18000.0,Bukittinggi
Beras,2026-01-01,18000.0,Bukittinggi
Beras,2026-01-02,18000.0,Bukittinggi
Beras,2026-01-05,18000.0,Bukittinggi
Beras,2026-01-06,18000.0,Bukittinggi
Beras,2026-01-07,18000.0,Bukittinggi
Beras,2026-01-08,18000.0,Bukittinggi
Beras,2026-01-09,18000.0,Bukittinggi
Beras,2026-01-12,18000.0,Bukittinggi
Beras,2026-01-13,18000.0,Bukittinggi
Beras,2026-01-14,18050.0,Bukittinggi
Beras,2026-01-15,18050.0,Bukittinggi
Beras,2026-01-16,18050.0,Bukittinggi
Beras,2026-01-19,17900.0,Bukittinggi
Beras,2026-01-20,17900.0,Bukittinggi
Beras,2026-01-21,17900.0,Bukittinggi
Beras,2026-01-22,17900.0,Bukittinggi
Beras,2026-01-23,17900.0,Bukittinggi
Beras,2026-01-26,17900.0,Bukittinggi
Beras,2026-01-27,17900.0,Bukittinggi
Beras,2026-01-28,17900.0,Bukittinggi
Beras,2026-01-29,17900.0,Bukittinggi
Beras,2026-01-30,17900.0,Bukittinggi
Beras,2026-02-02,17900.0,Bukittinggi
Beras,2026-02-03,17900.0,Bukittinggi
Beras,2026-02-04,17900.0,Bukittinggi
Beras,2026-02-05,17900.0,Bukittinggi
Beras,2026-02-06,17900.0,Bukittinggi
Beras,2026-02-09,17900.0,Bukittinggi
Beras,2026-02-10,17900.0,Bukittinggi
Beras,2026-02-11,17900.0,Bukittinggi
Beras,2026-02-12,17900.0,Bukittinggi
Beras,2026-02-13,17900.0,Bukittinggi
Beras,2026-02-16,17900.0,Bukittinggi
Beras,2026-02-17,17900.0,Bukittinggi
Beras,2026-02-18,17900.0,Bukittinggi
Beras,2026-02-19,17900.0,Bukittinggi
Beras,2026-02-20,17900.0,Bukittinggi
Beras,2026-02-23,17900.0,Bukittinggi
Beras,2026-02-24,17900.0,Bukittinggi
Beras,2026-02-25,17900.0,Bukittinggi
Beras,2026-02-26,17900.0,Bukittinggi
Beras,2026-02-27,17900.0,Bukittinggi
Beras,2026-03-02,17900.0,Bukittinggi
Beras,2026-03-03,17900.0,Bukittinggi
Beras,2026-03-04,17900.0,Bukittinggi
Beras,2026-03-05,17900.0,Bukittinggi
Beras,2026-03-06,17900.0,Bukittinggi
Beras,2026-03-09,17900.0,Bukittinggi
Beras,2026-03-10,17900.0,Bukittinggi
Beras,2026-03-11,17900.0,Bukittinggi
Beras,2026-03-12,17900.0,Bukittinggi
Beras,2026-03-13,17900.0,Bukittinggi
Beras,2026-03-16,17900.0,Bukittinggi
Beras,2026-03-17,17900.0,Bukittinggi
Beras,2026-03-18,17900.0,Bukittinggi
Beras,2026-03-19,17900.0,Bukittinggi
Beras,2026-03-20,17900.0,Bukittinggi
Beras,2026-03-23,17900.0,Bukittinggi
Beras,2026-03-24,17900.0,Bukittinggi
Beras,2026-03-25,17900.0,Bukittinggi
Beras,2026-03-26,17900.0,Bukittinggi
Beras,2026-03-27,17900.0,Bukittinggi
Beras,2026-03-30,17900.0,Bukittinggi
Beras,2026-03-31,17900.0,Bukittinggi
Beras,2026-04-01,17900.0,Bukittinggi
Beras,2026-04-02,17900.0,Bukittinggi
Beras,2026-04-03,17900.0,Bukittinggi
Beras,2026-04-06,17900.0,Bukittinggi
Beras,2026-04-07,17900.0,Bukittinggi
Beras,2026-04-08,17850.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-02,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-07,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-08,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-09,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-10,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-13,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-14,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-15,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-16,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-17,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-20,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-21,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-22,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-23,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-24,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-27,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-28,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-29,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-30,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-01-31,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-04,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-05,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-07,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-10,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-11,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-12,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-13,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-14,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-17,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-18,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-19,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-20,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-21,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-24,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-25,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-26,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-27,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-02-28,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-02,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-04,13000.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-05,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-09,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-10,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-11,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-12,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-13,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-16,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-17,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-18,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-19,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-20,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-23,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-24,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-25,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-26,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-27,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-30,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-03-31,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-01,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-02,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-07,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-08,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-09,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-10,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-13,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-14,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-15,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-16,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-17,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-20,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-21,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-22,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-23,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-24,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-27,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-28,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-29,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-04-30,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-01,12500.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-04,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-05,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-07,,Bukittinggi
Beras Kualitas Bawah I,2020-05-08,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-11,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-12,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-13,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-14,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-15,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-18,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-19,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-20,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-21,13000.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-22,,Bukittinggi
Beras Kualitas Bawah I,2020-05-25,12500.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-26,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-27,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-28,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-05-29,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-01,,Bukittinggi
Beras Kualitas Bawah I,2020-06-02,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-04,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-05,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-08,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-09,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-10,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-11,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-12,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-15,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-16,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-17,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-18,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-19,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-22,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-23,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-24,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-25,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-26,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-29,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-06-30,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-01,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-02,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-07,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-08,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-09,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-10,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-13,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-14,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-15,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-16,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-17,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-20,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-21,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-22,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-23,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-24,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-27,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-28,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-29,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-30,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-07-31,,Bukittinggi
Beras Kualitas Bawah I,2020-08-03,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-04,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-05,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-06,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-07,12750.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-10,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-11,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-12,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-13,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-14,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-17,,Bukittinggi
Beras Kualitas Bawah I,2020-08-18,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-19,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-20,,Bukittinggi
Beras Kualitas Bawah I,2020-08-21,,Bukittinggi
Beras Kualitas Bawah I,2020-08-24,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-25,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-26,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-27,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-28,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-08-31,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-01,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-02,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-03,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-04,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-07,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-08,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-09,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-10,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-11,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-14,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-15,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-16,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-17,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-18,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-21,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-22,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-23,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-24,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-25,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-28,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-29,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-09-30,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-01,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-02,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-05,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-06,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-07,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-08,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-09,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-12,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-13,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-14,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-15,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-16,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-19,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-20,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-21,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-22,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-23,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-26,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-27,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-10-28,,Bukittinggi
Beras Kualitas Bawah I,2020-10-29,,Bukittinggi
Beras Kualitas Bawah I,2020-10-30,,Bukittinggi
Beras Kualitas Bawah I,2020-11-02,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-03,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-04,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-05,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-06,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-09,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-10,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-11,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-12,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-13,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-16,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-17,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-18,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-19,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-20,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-23,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-24,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-25,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-26,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-27,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-11-30,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-01,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-02,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-03,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-04,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-07,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-08,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-09,,Bukittinggi
Beras Kualitas Bawah I,2020-12-10,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-11,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-14,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-15,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-16,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-17,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-18,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-21,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-22,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-23,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-24,,Bukittinggi
Beras Kualitas Bawah I,2020-12-25,,Bukittinggi
Beras Kualitas Bawah I,2020-12-28,12500.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-29,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-30,12250.0,Bukittinggi
Beras Kualitas Bawah I,2020-12-31,,Bukittinggi
Beras Kualitas Bawah I,2021-01-01,,Bukittinggi
Beras Kualitas Bawah I,2021-01-04,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-05,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-06,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-07,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-08,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-11,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-12,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-13,12250.0,Bukittinggi
Beras Kualitas Bawah I,2021-01-14,12250.0,Bukittinggi
